title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors
Bound,Bound,4500000,7011317.0,2511317.0,1,0,1,90.0,Thriller,17,"Thriller,Drama",2015-01-09,Jared Cohn,Charisma Carpenter
The Face of an Angel,The Face of an Angel,26000000,0.0,-26000000.0,0,0,2,100.0,Thriller,17,"Thriller,Drama",2014-09-06,Michael Winterbottom,Kate Beckinsale
Dragonslayer,Dragonslayer,18000000,6000000.0,-12000000.0,0,0,1,74.0,Documentary,5,Documentary,2011-11-04,Tristan Patterson,"""Josh Skreech Sandoval"""
Out of the Dark,Out of the Dark,1600000,419428.0,-1180572.0,0,0,1,92.0,Thriller,17,"Thriller,Horror",2014-08-27,Lluís Quílez,Julia Stiles
Out of the Dark,回魂夜,1600000,419428.0,-1180572.0,0,0,1,86.0,Comedy,3,"Comedy,Horror,Fantasy",1995-07-06,Jeffrey Lau,Stephen Chow
The Sitter,The Sitter,25000000,38749404.0,13749404.0,1,0,1,90.0,Horror,11,"Horror,Thriller",2007-09-16,Russell Mulcahy,"""Gail OGrady"""
Fascination,Fascination,5000000,83356.0,-4916644.0,0,0,1,80.0,Foreign,9,"Foreign,Horror,Drama",1979-01-01,Jean Rollin,Franca Mai
Hidden Away,Hidden Away,1000000,0.0,-1000000.0,0,0,2,84.0,Mystery,13,"Mystery,Drama,Thriller",2013-07-26,Peter Sullivan,Emmanuelle Vaugier
Hidden Away,A escondidas,1000000,0.0,-1000000.0,0,0,1,96.0,Romance,14,"Romance,Drama",2014-10-03,Mikel Rueda,Germán Alcarazu
Death Sentence,Death Sentence,20000000,16907831.0,-3092169.0,0,0,1,74.0,Crime,4,"Crime,Drama,Mystery,Thriller",1974-10-02, E.W. Swackhamer,Cloris Leachman
Paparazzi,Paparazzi,20000000,16612072.0,-3387928.0,0,0,1,109.0,Comedy,3,Comedy,1998-04-29,Alain Berbérian,Patrick Timsit
Tangled,Tangled,260000000,586477240.0,326477240.0,1,0,2,100.0,Drama,6,"Drama,Mystery,Thriller",2001-11-02,Jay Lowi,Rachael Leigh Cook
Feast,Feast,3200000,690872.0,-2509128.0,0,0,1,6.0,Animation,2,"Animation,Comedy,Drama,Family",2014-11-07,Patrick Osborne,Tommy Snider
Trapped,Trapped,30000000,6916869.0,-23083131.0,0,0,1,78.0,Crime,4,"Crime,Drama,Mystery,Thriller",1949-10-01,Richard Fleischer,Lloyd Bridges
Trapped,Trapped,30000000,6916869.0,-23083131.0,0,0,1,83.0,Documentary,5,Documentary,2016-01-24,Dawn Porter,June Ayers
Mirror Mirror,Mirror Mirror,85000000,173613482.0,88613482.0,1,0,1,104.0,Horror,11,Horror,1990-10-19,Marina Sargenti,Karen Black
The Sleepwalker,The Sleepwalker,1100000,2636.0,-1097364.0,0,0,1,92.0,Drama,6,Drama,2014-01-20,Mona Lerche,Christopher Abbott
Sherlock Holmes,Sherlock Holmes,90000000,498438212.0,408438212.0,1,0,1,85.0,Drama,6,"Drama,Mystery,Thriller",1922-03-07,Albert Parker,John Barrymore
Sherlock Holmes,Sherlock Holmes,90000000,498438212.0,408438212.0,1,0,1,116.0,Mystery,13,"Mystery,Drama",1916-06-30,Arthur Berthelet,William Gillette
Dreamcatcher,Dreamcatcher,68000000,75685268.0,7685268.0,1,0,1,104.0,Documentary,5,Documentary,2015-03-27,Kim Longinotto,Brenda Myers-Powell
The Three Stooges,The Three Stooges,30000000,54052249.0,24052249.0,1,0,1,88.0,Comedy,3,"Comedy,Drama",2000-04-24,James Frawley,Paul Ben-Victor
Superman,Superman,55000000,300200000.0,245200000.0,1,0,1,244.0,Action,0,"Action,Crime,Science Fiction",1948-07-15,Spencer Gordon Bennet,Kirk Alyn
The Collection,The Collection,10000000,8890094.0,-1109906.0,0,0,1,64.0,nan,20,,1976-01-01,Michael Apted,Laurence Olivier
Deck the Halls,Deck the Halls,51000000,46815807.0,-4184193.0,0,0,2,88.0,Action,0,"Action,Drama,Mystery,TV Movie",2011-12-20,Ron Underwood,Scottie Thompson
War,Chrieg,25000000,40686409.0,15686409.0,1,0,1,106.0,Drama,6,Drama,2014-09-21,Simon Jaquemet,Benjamin Lutzke
War,Война,25000000,40686409.0,15686409.0,1,0,3,120.0,War,18,"War,Drama",2002-03-14,Aleksey Balabanov,Aleksey Chadov
Wanderlust,Wanderlust,32500000,24159934.0,-8340066.0,0,0,1,84.0,Drama,6,"Drama,Comedy,Documentary,Romance,History",2006-07-12,Shari Springer Berman,Allison Anders
Animals,Animals,5500000,0.0,-5500000.0,0,0,1,90.0,Drama,6,Drama,2014-05-15,Collin Schiffli,David Dastmalchian
Animals,Animals,5500000,0.0,-5500000.0,0,0,2,100.0,Drama,6,"Drama,Fantasy",2012-10-26,Marçal Forés,Martin Freeman
Childless,Childless,1000000,1036.0,-998964.0,0,0,1,90.0,nan,20,,2015-04-03,Charlie Levi,Barbara Hershey
Broken Horses,Broken Horses,15000000,3471.0,-14996529.0,0,0,1,101.0,Thriller,17,"Thriller,Mystery,Drama,Crime",2015-03-15,Vidhu Vinod Chopra,María Valverde
The Dress,De jurk,2650000,16556.0,-2633444.0,0,0,1,103.0,Comedy,3,"Comedy,Drama",1996-03-21,Alex van Warmerdam,Henri Garcin
The Reader,La lectrice,32500000,112964875.0,80464875.0,1,0,2,98.0,Comedy,3,"Comedy,Drama",1988-08-17,Michel Deville,Miou-Miou
Redemption,Redemption,23000000,13593473.0,-9406527.0,0,0,4,26.0,History,10,History,2013-10-11,Miguel Gomes,Maren Ade
Tiger Orange,Tiger Orange,100000,0.0,-100000.0,0,0,1,75.0,Drama,6,Drama,2014-07-26,Wade Gasque,Mark Strano
Diane,Diane,2660000,0.0,-2660000.0,0,0,1,97.0,nan,20,,1975-07-09,Alan Clarke,Janine Duvitski
Genius,Genius,17000000,7095663.0,-9904337.0,0,0,1,82.0,Family,7,"Family,Comedy,Drama",1999-08-29,Rod Daniel,Trevor Morgan
Genius,Geniy,17000000,7095663.0,-9904337.0,0,0,1,162.0,Drama,6,"Drama,Comedy,Crime",1991-06-06,Viktor Sergeyev,Aleksandr Abdulov
The Timber,The Timber,2100000,0.0,-2100000.0,0,0,1,81.0,Adventure,1,"Adventure,Drama,Western",2015-02-27,"""Anthony OBrien""",James Ransone
Drunk Wedding,Drunk Wedding,600000,3301.0,-596699.0,0,0,1,81.0,Comedy,3,Comedy,2015-05-22,Nick Weiss,Nick P. Ross
Legion,Legion,26000000,67647574.0,41647574.0,1,0,1,97.0,Action,0,Action,1998-04-18,Jon Hess,Parker Stevenson
The Rite,Riten,37000000,97143987.0,60143987.0,1,0,1,72.0,Drama,6,Drama,1969-03-25,Ingmar Bergman,Ingrid Thulin
Factory Girl,فتاة المصنع,7000000,1661464.0,-5338536.0,0,0,1,92.0,Drama,6,"Drama,Romance",2013-12-08,Mohamed Khan,Hani Adel
Oddball,Oddball,7000000,10237229.0,3237229.0,1,0,1,95.0,Family,7,"Family,Adventure",2015-09-17,Stuart McDonald,Alan Tudyk
Airborne,Airborne,1200000,0.0,-1200000.0,0,0,1,78.0,Horror,11,"Horror,Thriller",2012-03-15,Dominic Burns,Craig Conway
Pitch Perfect 3,Pitch Perfect 3,45000000,185736412.0,140736412.0,1,1,1,0.0,Comedy,3,Comedy,2017-12-21,Trish Sie,Anna Kendrick
The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,2500000,549632.0,-1950368.0,0,0,2,97.0,Adventure,1,"Adventure,Family",2013-03-01,Bill Muir,William Brent
Karachi se Lahore,Karachi se Lahore,1000000,17721.0,-982279.0,0,0,1,0.0,Family,7,"Family,Comedy",2015-07-31,,Shehzad Sheikh
The Witch,La strega in amore,3500000,40454520.0,36954520.0,1,0,2,109.0,Foreign,9,"Foreign,Horror",1966-09-16,Damiano Damiani,Richard Johnson
Spartacus,Spartacus,12000000,60000000.0,48000000.0,1,0,1,174.0,TV Movie,16,"TV Movie,Action,Drama,History",2004-04-18,Robert Dornhelm,Goran Visnjic
Treading Water,Treading Water,4700000,0.0,-4700000.0,0,0,1,0.0,Drama,6,Drama,2001-06-15,Lauren Himmel,Angela Redman
Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,25000000,39126427.0,14126427.0,1,0,1,74.0,Horror,11,"Horror,TV Movie",1973-10-10,John Newland,Kim Darby
Home for the Holidays,Home for the Holidays,20000000,22119269.0,2119269.0,1,0,1,73.0,Horror,11,"Horror,Thriller,TV Movie",1974-07-13,John Llewellyn Moxey,Jessica Walter
The Boy Next Door,The Boy Next Door,4000000,53401938.0,49401938.0,1,0,1,0.0,Crime,4,"Crime,Mystery,Thriller",2008-06-01,Neill Fearnley,Dina Meyer
Unforgiven,許されざる者,14400000,159157447.0,144757447.0,1,0,1,135.0,Action,0,"Action,Crime,Drama",2013-09-13,Lee Sang-Il,Ken Watanabe
Firestorm,風暴,19000000,8123860.0,-10876140.0,0,0,2,110.0,Action,0,"Action,Crime",2013-12-12,Alan Yuen,Andy Lau
Control,控制,6400000,8902141.0,2502141.0,1,0,2,92.0,Thriller,17,Thriller,2013-11-22,Kenneth Bi,Daniel Wu
Circle,Circle,2000000,10024.0,-1989976.0,0,0,1,87.0,Horror,11,"Horror,Science Fiction",2015-10-02,Aaron Hann,Julie Benz
The Client,의뢰인,45000000,117615211.0,72615211.0,1,0,1,123.0,Drama,6,"Drama,Thriller",2011-09-29,Young-Sung Sohn,Ha Jung-woo
Sky High,スカイハイ 劇場版,35000000,83109359.0,48109359.0,1,0,1,122.0,Action,0,"Action,Foreign,Horror,Thriller",2003-12-05,Ryûhei Kitamura,Yumiko Shaku
The Dead Zone,The Dead Zone,10000000,20766000.0,10766000.0,1,0,2,83.0,Drama,6,"Drama,Science Fiction,Thriller,TV Movie",2002-11-05,Robert Lieberman,Anthony Michael Hall
Silver Medalist,疯狂的赛车,2600000,0.0,-2600000.0,0,0,1,99.0,Action,0,"Action,Adventure,Comedy,Drama,Foreign",2009-01-20,Ning Hao,Huang Bo
The Wicked Within,The Wicked Within,1200000,0.0,-1200000.0,0,0,1,91.0,Horror,11,Horror,2015-10-16,Jay Alaimo,Sienna Guillory
The Christmas Candle,The Christmas Candle,7000000,1933829.0,-5066171.0,0,0,1,100.0,Drama,6,"Drama,Family",2013-11-22,John Stephenson,Hans Matheson
Gloria,Gloria,30000000,4967493.0,-25032507.0,0,0,1,120.0,Music,12,"Music,Drama",2014-10-20,Christian Keller,Sofía Espinosa
Mommy,Mommy,4900000,17536004.0,12636004.0,1,0,1,89.0,Horror,11,Horror,1995-11-28,Max Allan Collins,Patty McCormack
Elephant,Elephant,3000000,10051516.0,7051516.0,1,0,1,39.0,TV Movie,16,"TV Movie,Crime,Drama,Horror,History",1989-02-13,Alan Clarke,Gary Walker
Hero,Hero,42000000,66787173.0,24787173.0,1,0,1,173.0,Romance,14,Romance,1983-01-01,Subhash Ghai,Sanjeev Kumar
Soldier,Soldier,75000000,14623082.0,-60376918.0,0,0,1,156.0,Action,0,"Action,Thriller",1998-12-10,Mastan Alibhai Burmawalla,Bobby Deol
Iron Man,Iron Man,186000000,585171547.0,399171547.0,1,0,1,81.0,Drama,6,Drama,1951-08-18,Joseph Pevney,Jeff Chandler
Iron Man,Iron Man,186000000,585171547.0,399171547.0,1,0,1,73.0,Drama,6,Drama,1931-04-29,Tod Browning,Lew Ayres
Plush,Plush,2000000,28864.0,-1971136.0,0,0,1,98.0,Thriller,17,Thriller,2013-09-13,Catherine Hardwicke,Emily Browning
The Queen,The Queen,15000000,128885873.0,113885873.0,1,0,1,68.0,Documentary,5,Documentary,1968-01-01,Frank Simon,Jim Dine
Brave,Brave,185000000,554606532.0,369606532.0,1,0,1,58.0,Drama,6,"Drama,Music",1994-01-01,Richard Stanley,Josie Ayers
Saw,Saw,1200000,103880027.0,102680027.0,1,0,1,9.0,Crime,4,"Crime,Horror,Thriller",2003-01-01,James Wan,Leigh Whannell
American Hero,American Hero,1000000,26.0,-999974.0,0,0,1,86.0,Action,0,"Action,Comedy,Science Fiction",2015-12-11,Nick Love,Stephen Dorff
Under the Rainbow,Au bout du conte,20000000,18826490.0,-1173510.0,0,0,1,112.0,Comedy,3,Comedy,2013-03-05,Agnès Jaoui,Agnès Jaoui
Unnatural,Unnatural,3000000,0.0,-3000000.0,0,0,1,89.0,Thriller,17,"Thriller,Action,Horror",2015-10-16,Hank Braxtan,James Remar
Namastey London,Namastey London,8400000,6831069.0,-1568931.0,0,0,2,128.0,Drama,6,"Drama,Foreign,Romance",2007-03-27,Vipul Amrutlal Shah,Akshay Kumar
Max,Max,20000000,43658157.0,23658157.0,1,0,1,91.0,nan,20,,1994-01-01,,Jacques Vermeire
Public Enemies,Public Enemies,102500000,212282709.0,109782709.0,1,0,1,177.0,Drama,6,Drama,2012-01-03,Dearbhla Walsh,Anna Friel
Public Enemies,Public Enemies,102500000,212282709.0,109782709.0,1,0,1,95.0,Drama,6,"Drama,Crime",1996-04-19,Mark L. Lester,Theresa Russell
Everything Must Go,Alles Moet weg,5000000,2821010.0,-2178990.0,0,0,1,105.0,Comedy,3,"Comedy,Drama",1996-12-04,Jan Verheyen,Stany Crets
Noah,Noah,130000000,352831065.0,222831065.0,1,0,1,18.0,Drama,6,Drama,2013-09-09,Walter Woodman,Sam Kantor
Close Range,Close Range,3000000,0.0,-3000000.0,0,0,1,80.0,Action,0,"Action,Crime",2015-12-11,Isaac Florentine,Scott Adkins
Tusk,Tusk,3000000,1883979.0,-1116021.0,0,0,1,119.0,nan,20,,1980-03-01,Alejandro Jodorowsky,Cyrielle Clair
Tag,リアル鬼ごっこ,28000000,76844788.0,48844788.0,1,0,1,85.0,Horror,11,"Horror,Thriller",2015-07-11,Sion Sono,Reina Triendl
Panic,Panique,1000000,1425707.0,425707.0,1,0,1,91.0,Drama,6,Drama,1947-01-15,Julien Duvivier,Michel Simon
Wanted,Wanted,75000000,342416460.0,267416460.0,1,0,1,104.0,Drama,6,"Drama,Western,Romance,Action",1967-03-22,Giorgio Ferroni,Giuliano Gemma
Sisters in Law,Sisters in Law,300000,33312.0,-266688.0,0,0,1,104.0,Documentary,5,Documentary,2005-09-03,Kim Longinotto,
Joy,Joy,60000000,101134059.0,41134059.0,1,0,1,0.0,nan,20,,2010-04-08,Mijke de Jong,Samira Maas
Dunkirk,Dunkirk,150000000,499900860.0,349900860.0,1,0,1,134.0,Drama,6,"Drama,War",1958-03-20,Leslie Norman,John Mills
The Perfect Match,The Perfect Match,5000000,10182050.0,5182050.0,1,0,1,96.0,Comedy,3,"Comedy,Romance",2016-03-11,Bille Woodruff,Terrence Jenkins
Top Spin,Top Spin,150000,5858.0,-144142.0,0,0,1,80.0,Documentary,5,Documentary,2014-11-15,Sara Newens,
Cabin Fever,Cabin Fever,1500000,30351664.0,28851664.0,1,0,1,99.0,Horror,11,Horror,2016-02-12,Travis Zariwny,Matthew Daddario
Hunt for the Wilderpeople,Hunt for the Wilderpeople,2500000,23845533.0,21345533.0,1,0,1,101.0,Drama,6,"Drama,Adventure,Comedy",2016-03-31,Taika Waititi,Sam Neill
Chocolate: Deep Dark Secrets,Chocolate: Deep Dark Secrets,1000000,1549000.0,549000.0,1,0,1,200.0,Thriller,17,Thriller,2005-09-16,Vivek Agnihotri,Anil Kapoor
Room,Room,13000000,36262783.0,23262783.0,1,0,1,0.0,Drama,6,"Drama,Documentary",2005-04-01,,Cyndi Williams
Parental Guidance,La bouche de Jean-Pierre,25000000,120832383.0,95832383.0,1,0,1,52.0,Drama,6,Drama,1996-06-06,Lucile Hadzihalilovic,Denise Aron-Schropfer
My Best Friend's Girl,La femme de mon pote,20000000,34787111.0,14787111.0,1,0,1,0.0,Romance,14,"Romance,Comedy",1983-08-31,Bertrand Blier,Coluche
Ghost,Ghost,22000000,517600000.0,495600000.0,1,0,1,0.0,Horror,11,Horror,2012-01-13,Puja Bedi,Shiney Ahuja
Shattered Glass,Scherbentanz,6000000,3456602.0,-2543398.0,0,0,1,0.0,Drama,6,Drama,2002-10-31,Chris Kraus,Jürgen Vogel
Roar,Roar: Tigers of the Sundarbans,17000000,2110050.0,-14889950.0,0,0,1,123.0,Thriller,17,"Thriller,Action,Adventure",2014-10-31,Kamal Sadanah,Pulkit Jawahar
Creature,Creature,3000000,331000.0,-2669000.0,0,0,1,134.0,Science Fiction,15,"Science Fiction,Horror",2014-09-12,Vikram Bhatt,Bipasha Basu
Creature,Creature,3000000,331000.0,-2669000.0,0,0,1,176.0,Horror,11,"Horror,Science Fiction,Thriller",1998-05-17,Stuart Gillard,Craig T. Nelson
Blood Ties,Blood Ties,26000000,2923959.0,-23076041.0,0,0,2,84.0,nan,20,,1991-05-27,Jim McBride,Harley Venton
Skyscraper,Skyscraper,125000000,304103613.0,179103613.0,1,0,1,96.0,Action,0,"Action,Adventure",1996-02-29,Raymond Martino,Anna Nicole Smith
Evolution,Évolution,80000000,98341932.0,18341932.0,1,0,1,81.0,Mystery,13,"Mystery,Drama,Horror",2015-09-14,Lucile Hadzihalilovic,Max Brebant
Hide and Seek,Hide and Seek,25000000,123696741.0,98696741.0,1,0,1,82.0,Romance,14,"Romance,Drama",2014-06-20,Joanna Coates,"""Josh OConnor"""
Hide and Seek,숨바꼭질,25000000,123696741.0,98696741.0,1,0,1,107.0,Thriller,17,Thriller,2013-08-14,Huh Jung,Moon Jeong-hee
Test,Испытание,250000,18823.0,-231177.0,0,0,1,95.0,Drama,6,Drama,2014-09-18,Aleksandr Kott,Elena An
The Gift,The Gift,10000000,44567606.0,34567606.0,1,0,1,8.0,Romance,14,"Romance,Drama",2014-07-26,Ivan Petukhov,Uma Thurman
The Gift,The Gift,5000000,58978653.0,53978653.0,1,0,1,8.0,Romance,14,"Romance,Drama",2014-07-26,Ivan Petukhov,Uma Thurman
Vacation,休暇,31000000,101627989.0,70627989.0,1,0,1,115.0,Drama,6,Drama,2008-06-07,Hajime Kadoi,Kaoru Kobayashi
Zoom,Zoom,35000000,12506188.0,-22493812.0,0,0,2,96.0,Animation,2,"Animation,Comedy,Drama",2015-09-11,Pedro Morelli,Gael García Bernal
Project X,Project X,12000000,103028188.0,91028188.0,1,0,1,97.0,Science Fiction,15,"Science Fiction,Mystery",1968-05-01,William Castle,Christopher George
The Net,Das Netz,22000000,110521733.0,88521733.0,1,0,2,121.0,Documentary,5,Documentary,2003-10-01,Lutz Dammbeck,Lutz Dammbeck
Desert Dancer,Desert Dancer,4000000,365413.0,-3634587.0,0,0,1,98.0,Drama,6,Drama,2014-07-03,Richard Raymond,Freida Pinto
Heartbreakers,Heartbreakers,38000000,57753825.0,19753825.0,1,0,1,98.0,Drama,6,Drama,1984-09-28,Bobby Roth,Peter Coyote
Restoration,Restoration,18000000,4100000.0,-13900000.0,0,0,1,90.0,Horror,11,Horror,2016-05-03,Zack Ward,"""Emily Roya OBrien"""
Side Effects,Side Effects,30000000,66742138.0,36742138.0,1,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2005-03-07,Kathleen Slattery-Moschkau,Katherine Heigl
Side Effects,Side Effects,200000,44701.0,-155299.0,0,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2005-03-07,Kathleen Slattery-Moschkau,Katherine Heigl
The Outrageous Sophie Tucker,The Outrageous Sophie Tucker,500000,0.0,-500000.0,0,0,1,96.0,nan,20,,2014-05-02,William Gazecki,
Jack,Jack,45000000,58617334.0,13617334.0,1,0,1,88.0,nan,20,,2013-03-10,Jeff Woolnough,Rick Roberts
Jack,Jack,45000000,58617334.0,13617334.0,1,0,1,103.0,Drama,6,Drama,2014-10-09,Edward Berger,Ivo Pietzcker
Wild,Wild,15000000,52460543.0,37460543.0,1,0,1,97.0,Drama,6,Drama,2016-04-14,Nicolette Krebitz,Lilith Stangenberg
The Masked Saint,The Masked Saint,3500000,182695.0,-3317305.0,0,0,1,111.0,Crime,4,"Crime,Action",2016-01-08,Warren P. Sonoda,Brett Granstaff
Knock Knock,Knock Knock,2000000,6341684.0,4341684.0,1,0,1,92.0,Horror,11,Horror,2008-03-14,Joseph Ariola,Nicole Abisinio
Below Zero,Below Zero,1200000,0.0,-1200000.0,0,0,1,0.0,Thriller,17,"Thriller,Horror",2011-10-22,Justin Thomas Ostensen,Edward Furlong
Life,Life,75000000,73521587.0,-1478413.0,0,0,1,500.0,Documentary,5,Documentary,2009-12-14,Martha Holmes,David Attenborough
Life,Life,58000000,100929803.0,42929803.0,1,0,1,500.0,Documentary,5,Documentary,2009-12-14,Martha Holmes,David Attenborough
Like Crazy,La pazza gioia,250000,3728400.0,3478400.0,1,0,1,116.0,Drama,6,"Drama,Comedy",2016-05-17,Paolo Virzì,Valeria Bruni Tedeschi
Dum Maaro Dum,Dum Maaro Dum,5200000,11633427.0,6433427.0,1,0,2,130.0,Drama,6,"Drama,Action,Crime,Foreign",2011-04-22,Rohan Sippy,Abhishek Bachchan
Sicario,Sicario,30000000,84399017.0,54399017.0,1,0,1,105.0,nan,20,,1994-07-20,José Ramón Novoa,Laureano Olivares
The Maid's Room,The Maid's Room,600000,0.0,-600000.0,0,0,1,98.0,Thriller,17,Thriller,2014-08-08,Michael Walker,Paula Garcés
Fair Game,Fair Game,50000000,26097497.0,-23902503.0,0,0,1,90.0,Action,0,"Action,Horror,Thriller",1986-07-24,Mario Andreacchio,Cassandra Delaney
The Sound and the Shadow,The Sound and the Shadow,500000,0.0,-500000.0,0,0,1,90.0,Thriller,17,"Thriller,Comedy,Mystery",2014-10-19,Justin Paul Miller,Joseph E. Murray
Friday,Пятница,3500000,27936778.0,24436778.0,1,0,1,87.0,Comedy,3,Comedy,2016-03-26,Evgeniy Shelyakin,Danila Kozlovsky
Adam,Adam,3200000,2834485.0,-365515.0,0,0,1,100.0,Drama,6,Drama,1983-10-10,Michael Tuchner,Daniel J. Travanti
The Green Inferno,Paradiso Infernale,1000000,12931569.0,11931569.0,1,0,2,90.0,Horror,11,"Horror,Adventure",1988-05-01,,Bruno Corazzari
Around the World in 80 Days,Around the World in 80 Days,110000000,72004159.0,-37995841.0,0,0,3,210.0,Adventure,1,"Adventure,Drama",1989-04-16,Buzz Kulik,Pierce Brosnan
Around the World in 80 Days,Around the World in 80 Days,6000000,42000000.0,36000000.0,1,0,3,210.0,Adventure,1,"Adventure,Drama",1989-04-16,Buzz Kulik,Pierce Brosnan
Meet the Blacks,Meet the Blacks,900000,9097072.0,8197072.0,1,0,1,90.0,Comedy,3,"Comedy,Horror",2016-04-01,Deon Taylor,Mike Epps
The Touch,The Touch,20000000,5918742.0,-14081258.0,0,0,2,103.0,Fantasy,8,"Fantasy,Action,Foreign",2002-08-01,Peter Pau,Michelle Yeoh
Youth,Hanoar,13000000,24002112.0,11002112.0,1,0,1,107.0,Drama,6,Drama,2013-08-29,Tom Shoval,Eitan Cunio
Swingers,Swingers,200000,6618578.0,6418578.0,1,0,1,93.0,Romance,14,"Romance,Drama",2002-10-01,Stephan Brenninkmeijer,Ellen van der Koogh
Operation Chromite,인천상륙작전,12700000,49196532.0,36496532.0,1,0,2,110.0,History,10,"History,Drama,War,Action",2016-07-27,John H. Lee,Lee Jung-jae
Dancin' It's On,Dancin' It's On,12000000,0.0,-12000000.0,0,0,1,89.0,Drama,6,"Drama,Romance",2015-10-16,David Winters,Witney Carson
The Fits,The Fits,170000,169242.0,-758.0,0,0,1,71.0,Drama,6,Drama,2016-01-22,Anna Rose Holmer,Royalty Hightower
Forsaken,Forsaken,18000000,0.0,-18000000.0,0,0,1,89.0,Horror,11,Horror,2016-02-02,Justin Price,Micheal Catalano
Housefull,हाउसफुल,10100000,18726300.0,8626300.0,1,1,1,135.0,Comedy,3,"Comedy,Drama,Romance",2010-04-30,Sajid Khan,Akshay Kumar
The One,The One,49000000,72689126.0,23689126.0,1,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2011-10-07,Caytha Jentis,Jon Prescott
My Girl,แฟนฉัน,16500000,58011485.0,41511485.0,1,0,1,100.0,Family,7,"Family,Comedy,Romance",2003-10-03,Komkris Triwimol,Charlie Trairat
Kicks,Kicks,10000000,150191.0,-9849809.0,0,0,1,80.0,Adventure,1,Adventure,2016-09-09,Justin Tipping,Mahershala Ali
Samantha: An American Girl Holiday,Samantha: An American Girl Holiday,200000,0.0,-200000.0,0,1,1,86.0,Drama,6,"Drama,Family",2004-11-23,Nadia Tass,Mia Farrow
Snatched,Snatched,42000000,57852177.0,15852177.0,1,0,1,73.0,Crime,4,"Crime,Drama,Thriller",1973-01-31,Sutton Roley,Howard Duff
The Brave One,The Brave One,70000000,69792704.0,-207296.0,0,0,1,100.0,Drama,6,Drama,1956-10-26,Irving Rapper,Michel Ray
H.,H.,200000,0.0,-200000.0,0,0,1,93.0,Thriller,17,"Thriller,Drama,Science Fiction",2014-08-28,Rania Attieh,Robin Bartlett
Pixels,Pixels,90000000,244041804.0,154041804.0,1,0,1,3.0,Science Fiction,15,Science Fiction,2010-04-01,Patrick Jean,
Greater,Greater,9000000,2000093.0,-6999907.0,0,0,1,130.0,Family,7,"Family,Drama",2016-08-26,David Hunt,Christopher Severio
Life of the Party,Life of the Party,30000000,65556061.0,35556061.0,1,0,1,50.0,Drama,6,"Drama,Comedy",1920-11-21,Joseph Henabery,"""Roscoe Fatty Arbuckle"""
Mama,Ma-ma,15000000,148095566.0,133095566.0,1,0,1,83.0,Adventure,1,"Adventure,Family,Fantasy",1976-12-10,Elisabeta Bostan,Mikhail Boyarskiy
Gossip,Gossip,14000000,12591270.0,-1408730.0,0,0,1,134.0,Comedy,3,"Comedy,Drama",2000-12-24,Colin Nutley,Pernilla August
Coco,Coco,175000000,799464741.0,624464741.0,1,0,1,95.0,Comedy,3,Comedy,2009-07-21,Gad Elmaleh,Gad Elmaleh
Thank You for Your Service,Thank You for Your Service,20000000,9985316.0,-10014684.0,0,0,1,88.0,Documentary,5,Documentary,2016-09-16,Tom Donahue,
Two Lovers and a Bear,Two Lovers and a Bear,6840000,22273.0,-6817727.0,0,0,1,96.0,Drama,6,"Drama,Romance",2016-10-02,Kim Nguyen,Dane DeHaan
Orphan,Orpheline,20000000,78769428.0,58769428.0,1,0,1,111.0,Drama,6,Drama,2017-03-29,Arnaud des Pallières,Adèle Exarchopoulos
The Roommate,Rūmumeito,16000000,52545707.0,36545707.0,1,0,1,90.0,Thriller,17,"Thriller,Horror",2008-07-15,Nagaoka Hisaaki,Ryosuke Watabe
