title,original_title,budget,revenue,profit,success,belongs_to_collection,count_language,runtime,genre,genre_encode,genres,release_date,director,actors,actorAwardNominations,actorAwardWins,actorMovies,directorAwardNominations,directorAwardWins,directorMovies
Diane,Diane,2660000,0.0,-2660000.0,0,0,1,97.0,,20,,1975-07-09,Alan Clarke,Janine Duvitski,0,0,77,1,2,30
Genius,Genius,17000000,7095663.0,-9904337.0,0,0,1,82.0,Family,7,"Family,Comedy,Drama",1999-08-29,Rod Daniel,Trevor Morgan,7,2,49,0,0,1
Genius,Geniy,17000000,7095663.0,-9904337.0,0,0,1,162.0,Drama,6,"Drama,Comedy,Crime",1991-06-06,Viktor Sergeyev,Aleksandr Abdulov,3,4,94,1,0,3
The Timber,The Timber,2100000,0.0,-2100000.0,0,0,1,81.0,Adventure,1,"Adventure,Drama,Western",2015-02-27,"""Anthony OBrien""",James Ransone,2,2,67,3,3,2
Drunk Wedding,Drunk Wedding,600000,3301.0,-596699.0,0,0,1,81.0,Comedy,3,Comedy,2015-05-22,Nick Weiss,Nick P. Ross,0,0,22,0,0,5
Legion,Legion,26000000,67647574.0,41647574.0,1,0,1,97.0,Action,0,Action,1998-04-18,Jon Hess,Parker Stevenson,1,0,60,1,0,12
The Rite,Riten,37000000,97143987.0,60143987.0,1,0,1,72.0,Drama,6,Drama,1969-03-25,Ingmar Bergman,Ingrid Thulin,3,8,68,39,82,70
Factory Girl,فتاة المصنع,7000000,1661464.0,-5338536.0,0,0,1,92.0,Drama,6,"Drama,Romance",2013-12-08,Mohamed Khan,Hani Adel,0,0,21,4,3,25
Oddball,Oddball,7000000,10237229.0,3237229.0,1,0,1,95.0,Family,7,"Family,Adventure",2015-09-17,Stuart McDonald,Alan Tudyk,15,11,113,2,11,30
Airborne,Airborne,1200000,0.0,-1200000.0,0,0,1,78.0,Horror,11,"Horror,Thriller",2012-03-15,Dominic Burns,Craig Conway,1,1,47,0,0,5
Pitch Perfect 3,Pitch Perfect 3,45000000,185736412.0,140736412.0,1,1,1,0.0,Comedy,3,Comedy,2017-12-21,Trish Sie,Anna Kendrick,71,17,50,2,1,8
The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,2500000,549632.0,-1950368.0,0,0,2,97.0,Adventure,1,"Adventure,Family",2013-03-01,Bill Muir,William Brent,3,3,37,1,0,1
Karachi se Lahore,Karachi se Lahore,1000000,17721.0,-982279.0,0,0,1,0.0,Family,7,"Family,Comedy",2015-07-31,,Shehzad Sheikh,0,0,9,0,0,1
The Witch,La strega in amore,3500000,40454520.0,36954520.0,1,0,2,109.0,Foreign,9,"Foreign,Horror",1966-09-16,Damiano Damiani,Richard Johnson,2,2,141,9,8,38
Spartacus,Spartacus,12000000,60000000.0,48000000.0,1,0,1,174.0,TV Movie,16,"TV Movie,Action,Drama,History",2004-04-18,Robert Dornhelm,Goran Visnjic,3,3,53,8,5,33
Treading Water,Treading Water,4700000,0.0,-4700000.0,0,0,1,0.0,Drama,6,Drama,2001-06-15,Lauren Himmel,Angela Redman,0,0,4,1,5,2
Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,25000000,39126427.0,14126427.0,1,0,1,74.0,Horror,11,"Horror,TV Movie",1973-10-10,John Newland,Kim Darby,4,2,85,0,0,1
Home for the Holidays,Home for the Holidays,20000000,22119269.0,2119269.0,1,0,1,73.0,Horror,11,"Horror,Thriller,TV Movie",1974-07-13,John Llewellyn Moxey,Jessica Walter,20,11,155,1,0,101
The Boy Next Door,The Boy Next Door,4000000,53401938.0,49401938.0,1,0,1,0.0,Crime,4,"Crime,Mystery,Thriller",2008-06-01,Neill Fearnley,Dina Meyer,1,1,89,9,2,75
Unforgiven,許されざる者,14400000,159157447.0,144757447.0,1,0,1,135.0,Action,0,"Action,Crime,Drama",2013-09-13,Lee Sang-Il,Ken Watanabe,23,10,74,12,9,11
Firestorm,風暴,19000000,8123860.0,-10876140.0,0,0,2,110.0,Action,0,"Action,Crime",2013-12-12,Alan Yuen,Andy Lau,42,18,170,2,0,4
Control,控制,6400000,8902141.0,2502141.0,1,0,2,92.0,Thriller,17,Thriller,2013-11-22,Kenneth Bi,Daniel Wu,12,3,75,6,3,6
Circle,Circle,2000000,10024.0,-1989976.0,0,0,1,87.0,Horror,11,"Horror,Science Fiction",2015-10-02,Aaron Hann,Julie Benz,5,3,89,1,0,2
The Client,의뢰인,45000000,117615211.0,72615211.0,1,0,1,123.0,Drama,6,"Drama,Thriller",2011-09-29,Young-Sung Sohn,Ha Jung-woo,20,15,33,1,0,2
Sky High,スカイハイ 劇場版,35000000,83109359.0,48109359.0,1,0,1,122.0,Action,0,"Action,Foreign,Horror,Thriller",2003-12-05,Ryûhei Kitamura,Yumiko Shaku,0,0,57,9,6,24
The Dead Zone,The Dead Zone,10000000,20766000.0,10766000.0,1,0,2,83.0,Drama,6,"Drama,Science Fiction,Thriller,TV Movie",2002-11-05,Robert Lieberman,Anthony Michael Hall,3,2,89,1,0,56
Silver Medalist,疯狂的赛车,2600000,0.0,-2600000.0,0,0,1,99.0,Action,0,"Action,Adventure,Comedy,Drama,Foreign",2009-01-20,Ning Hao,Huang Bo,16,9,37,14,11,9
The Wicked Within,The Wicked Within,1200000,0.0,-1200000.0,0,0,1,91.0,Horror,11,Horror,2015-10-16,Jay Alaimo,Sienna Guillory,2,0,61,1,0,7
The Christmas Candle,The Christmas Candle,7000000,1933829.0,-5066171.0,0,0,1,100.0,Drama,6,"Drama,Family",2013-11-22,John Stephenson,Hans Matheson,0,0,30,4,2,4
Gloria,Gloria,30000000,4967493.0,-25032507.0,0,0,1,120.0,Music,12,"Music,Drama",2014-10-20,Christian Keller,Sofía Espinosa,2,2,34,2,0,1
Mommy,Mommy,4900000,17536004.0,12636004.0,1,0,1,89.0,Horror,11,Horror,1995-11-28,Max Allan Collins,Patty McCormack,2,2,151,1,0,5
Elephant,Elephant,3000000,10051516.0,7051516.0,1,0,1,39.0,TV Movie,16,"TV Movie,Crime,Drama,Horror,History",1989-02-13,Alan Clarke,Gary Walker,0,0,7,1,2,30
Hero,Hero,42000000,66787173.0,24787173.0,1,0,1,173.0,Romance,14,Romance,1983-01-01,Subhash Ghai,Sanjeev Kumar,1,3,166,2,4,21
Soldier,Soldier,75000000,14623082.0,-60376918.0,0,0,1,156.0,Action,0,"Action,Thriller",1998-12-10,Mastan Alibhai Burmawalla,Bobby Deol,1,1,46,1,0,20
Iron Man,Iron Man,186000000,585171547.0,399171547.0,1,0,1,81.0,Drama,6,Drama,1951-08-18,Joseph Pevney,Jeff Chandler,4,2,52,2,3,92
Iron Man,Iron Man,186000000,585171547.0,399171547.0,1,0,1,73.0,Drama,6,Drama,1931-04-29,Tod Browning,Lew Ayres,2,4,155,2,2,62
Plush,Plush,2000000,28864.0,-1971136.0,0,0,1,98.0,Thriller,17,Thriller,2013-09-13,Catherine Hardwicke,Emily Browning,9,5,30,13,10,18
The Queen,The Queen,15000000,128885873.0,113885873.0,1,0,1,68.0,Documentary,5,Documentary,1968-01-01,Frank Simon,Jim Dine,0,0,2,1,1,5
Brave,Brave,185000000,554606532.0,369606532.0,1,0,1,58.0,Drama,6,"Drama,Music",1994-01-01,Richard Stanley,Josie Ayers,0,0,4,8,4,15
Saw,Saw,1200000,103880027.0,102680027.0,1,0,1,9.0,Crime,4,"Crime,Horror,Thriller",2003-01-01,James Wan,Leigh Whannell,7,5,33,11,14,13
American Hero,American Hero,1000000,26.0,-999974.0,0,0,1,86.0,Action,0,"Action,Comedy,Science Fiction",2015-12-11,Nick Love,Stephen Dorff,6,5,89,3,0,9
Under the Rainbow,Au bout du conte,20000000,18826490.0,-1173510.0,0,0,1,112.0,Comedy,3,Comedy,2013-03-05,Agnès Jaoui,Agnès Jaoui,15,22,32,15,22,5
Unnatural,Unnatural,3000000,0.0,-3000000.0,0,0,1,89.0,Thriller,17,"Thriller,Action,Horror",2015-10-16,Hank Braxtan,James Remar,9,2,169,3,1,14
Namastey London,Namastey London,8400000,6831069.0,-1568931.0,0,0,2,128.0,Drama,6,"Drama,Foreign,Romance",2007-03-27,Vipul Amrutlal Shah,Akshay Kumar,34,16,136,1,1,9
Max,Max,20000000,43658157.0,23658157.0,1,0,1,91.0,,20,,1994-01-01,,Jacques Vermeire,0,0,26,0,0,1
Public Enemies,Public Enemies,102500000,212282709.0,109782709.0,1,0,1,177.0,Drama,6,Drama,2012-01-03,Dearbhla Walsh,Anna Friel,8,5,68,9,5,26
Public Enemies,Public Enemies,102500000,212282709.0,109782709.0,1,0,1,95.0,Drama,6,"Drama,Crime",1996-04-19,Mark L. Lester,Theresa Russell,2,2,63,3,3,34
Everything Must Go,Alles Moet weg,5000000,2821010.0,-2178990.0,0,0,1,105.0,Comedy,3,"Comedy,Drama",1996-12-04,Jan Verheyen,Stany Crets,1,0,56,6,3,22
Noah,Noah,130000000,352831065.0,222831065.0,1,0,1,18.0,Drama,6,Drama,2013-09-09,Walter Woodman,Sam Kantor,0,0,4,1,6,2
Close Range,Close Range,3000000,0.0,-3000000.0,0,0,1,80.0,Action,0,"Action,Crime",2015-12-11,Isaac Florentine,Scott Adkins,1,1,59,1,0,28
Tusk,Tusk,3000000,1883979.0,-1116021.0,0,0,1,119.0,,20,,1980-03-01,Alejandro Jodorowsky,Cyrielle Clair,0,0,58,12,11,11
Tag,リアル鬼ごっこ,28000000,76844788.0,48844788.0,1,0,1,85.0,Horror,11,"Horror,Thriller",2015-07-11,Sion Sono,Reina Triendl,1,1,28,23,27,52
Panic,Panique,1000000,1425707.0,425707.0,1,0,1,91.0,Drama,6,Drama,1947-01-15,Julien Duvivier,Michel Simon,3,3,111,8,7,71
Wanted,Wanted,75000000,342416460.0,267416460.0,1,0,1,104.0,Drama,6,"Drama,Western,Romance,Action",1967-03-22,Giorgio Ferroni,Giuliano Gemma,2,8,102,2,2,43
Sisters in Law,Sisters in Law,300000,33312.0,-266688.0,0,0,1,104.0,Documentary,5,Documentary,2005-09-03,Kim Longinotto,,0,0,1,20,33,21
Joy,Joy,60000000,101134059.0,41134059.0,1,0,1,0.0,,20,,2010-04-08,Mijke de Jong,Samira Maas,1,1,8,18,16,22
Dunkirk,Dunkirk,150000000,499900860.0,349900860.0,1,0,1,134.0,Drama,6,"Drama,War",1958-03-20,Leslie Norman,John Mills,6,10,132,1,0,22
The Perfect Match,The Perfect Match,5000000,10182050.0,5182050.0,1,0,1,96.0,Comedy,3,"Comedy,Romance",2016-03-11,Bille Woodruff,Terrence Jenkins,2,0,20,4,0,67
Top Spin,Top Spin,150000,5858.0,-144142.0,0,0,1,80.0,Documentary,5,Documentary,2014-11-15,Sara Newens,,0,0,1,3,4,8
Cabin Fever,Cabin Fever,1500000,30351664.0,28851664.0,1,0,1,99.0,Horror,11,Horror,2016-02-12,Travis Zariwny,Matthew Daddario,6,3,10,0,0,11
Hunt for the Wilderpeople,Hunt for the Wilderpeople,2500000,23845533.0,21345533.0,1,0,1,101.0,Drama,6,"Drama,Adventure,Comedy",2016-03-31,Taika Waititi,Sam Neill,28,11,134,32,59,20
Chocolate: Deep Dark Secrets,Chocolate: Deep Dark Secrets,1000000,1549000.0,549000.0,1,0,1,200.0,Thriller,17,Thriller,2005-09-16,Vivek Agnihotri,Anil Kapoor,14,24,132,0,0,12
Room,Room,13000000,36262783.0,23262783.0,1,0,1,0.0,Drama,6,"Drama,Documentary",2005-04-01,,Cyndi Williams,1,1,47,0,0,1
Parental Guidance,La bouche de Jean-Pierre,25000000,120832383.0,95832383.0,1,0,1,52.0,Drama,6,Drama,1996-06-06,Lucile Hadzihalilovic,Denise Aron-Schropfer,0,0,24,13,15,6
My Best Friend's Girl,La femme de mon pote,20000000,34787111.0,14787111.0,1,0,1,0.0,Romance,14,"Romance,Comedy",1983-08-31,Bertrand Blier,Coluche,1,1,28,19,14,20
Ghost,Ghost,22000000,517600000.0,495600000.0,1,0,1,0.0,Horror,11,Horror,2012-01-13,Puja Bedi,Shiney Ahuja,1,1,21,0,0,1
Shattered Glass,Scherbentanz,6000000,3456602.0,-2543398.0,0,0,1,0.0,Drama,6,Drama,2002-10-31,Chris Kraus,Jürgen Vogel,8,13,134,12,18,6
Roar,Roar: Tigers of the Sundarbans,17000000,2110050.0,-14889950.0,0,0,1,123.0,Thriller,17,"Thriller,Action,Adventure",2014-10-31,Kamal Sadanah,Pulkit Jawahar,0,0,1,0,0,3
Creature,Creature,3000000,331000.0,-2669000.0,0,0,1,134.0,Science Fiction,15,"Science Fiction,Horror",2014-09-12,Vikram Bhatt,Bipasha Basu,16,4,65,1,0,39
Creature,Creature,3000000,331000.0,-2669000.0,0,0,1,176.0,Horror,11,"Horror,Science Fiction,Thriller",1998-05-17,Stuart Gillard,Craig T. Nelson,16,9,85,3,5,51
Blood Ties,Blood Ties,26000000,2923959.0,-23076041.0,0,0,2,84.0,,20,,1991-05-27,Jim McBride,Harley Venton,0,0,38,4,3,21
Skyscraper,Skyscraper,125000000,304103613.0,179103613.0,1,0,1,96.0,Action,0,"Action,Adventure",1996-02-29,Raymond Martino,Anna Nicole Smith,1,1,11,0,0,17
Evolution,Évolution,80000000,98341932.0,18341932.0,1,0,1,81.0,Mystery,13,"Mystery,Drama,Horror",2015-09-14,Lucile Hadzihalilovic,Max Brebant,1,0,1,13,15,6
Hide and Seek,Hide and Seek,25000000,123696741.0,98696741.0,1,0,1,82.0,Romance,14,"Romance,Drama",2014-06-20,Joanna Coates,"""Josh OConnor""",4,4,25,1,1,4
Hide and Seek,숨바꼭질,25000000,123696741.0,98696741.0,1,0,1,107.0,Thriller,17,Thriller,2013-08-14,Huh Jung,Moon Jeong-hee,0,0,2,2,1,2
Test,Испытание,250000,18823.0,-231177.0,0,0,1,95.0,Drama,6,Drama,2014-09-18,Aleksandr Kott,Elena An,0,0,2,22,24,26
The Gift,The Gift,10000000,44567606.0,34567606.0,1,0,1,8.0,Romance,14,"Romance,Drama",2014-07-26,Ivan Petukhov,Uma Thurman,65,26,64,0,0,1
The Gift,The Gift,5000000,58978653.0,53978653.0,1,0,1,8.0,Romance,14,"Romance,Drama",2014-07-26,Ivan Petukhov,Uma Thurman,65,26,64,0,0,1
Vacation,休暇,31000000,101627989.0,70627989.0,1,0,1,115.0,Drama,6,Drama,2008-06-07,Hajime Kadoi,Kaoru Kobayashi,2,7,95,1,1,3
Zoom,Zoom,35000000,12506188.0,-22493812.0,0,0,2,96.0,Animation,2,"Animation,Comedy,Drama",2015-09-11,Pedro Morelli,Gael García Bernal,38,36,57,1,0,8
Project X,Project X,12000000,103028188.0,91028188.0,1,0,1,97.0,Science Fiction,15,"Science Fiction,Mystery",1968-05-01,William Castle,Christopher George,0,0,1,0,0,65
The Net,Das Netz,22000000,110521733.0,88521733.0,1,0,2,121.0,Documentary,5,Documentary,2003-10-01,Lutz Dammbeck,Lutz Dammbeck,0,0,1,1,1,20
Desert Dancer,Desert Dancer,4000000,365413.0,-3634587.0,0,0,1,98.0,Drama,6,Drama,2014-07-03,Richard Raymond,Freida Pinto,7,4,22,1,6,4
Heartbreakers,Heartbreakers,38000000,57753825.0,19753825.0,1,0,1,98.0,Drama,6,Drama,1984-09-28,Bobby Roth,Peter Coyote,3,6,160,7,4,79
Restoration,Restoration,18000000,4100000.0,-13900000.0,0,0,1,90.0,Horror,11,Horror,2016-05-03,Zack Ward,"""Emily Roya OBrien""",0,0,1,1,2,4
Side Effects,Side Effects,30000000,66742138.0,36742138.0,1,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2005-03-07,Kathleen Slattery-Moschkau,Katherine Heigl,30,11,45,0,0,2
Side Effects,Side Effects,200000,44701.0,-155299.0,0,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2005-03-07,Kathleen Slattery-Moschkau,Katherine Heigl,30,11,45,0,0,2
The Outrageous Sophie Tucker,The Outrageous Sophie Tucker,500000,0.0,-500000.0,0,0,1,96.0,,20,,2014-05-02,William Gazecki,,0,0,1,5,5,7
Jack,Jack,45000000,58617334.0,13617334.0,1,0,1,88.0,,20,,2013-03-10,Jeff Woolnough,Rick Roberts,3,2,94,11,3,71
Jack,Jack,45000000,58617334.0,13617334.0,1,0,1,103.0,Drama,6,Drama,2014-10-09,Edward Berger,Ivo Pietzcker,1,1,3,11,12,21
Wild,Wild,15000000,52460543.0,37460543.0,1,0,1,97.0,Drama,6,Drama,2016-04-14,Nicolette Krebitz,Lilith Stangenberg,2,1,22,10,13,7
The Masked Saint,The Masked Saint,3500000,182695.0,-3317305.0,0,0,1,111.0,Crime,4,"Crime,Action",2016-01-08,Warren P. Sonoda,Brett Granstaff,2,1,12,5,1,28
Knock Knock,Knock Knock,2000000,6341684.0,4341684.0,1,0,1,92.0,Horror,11,Horror,2008-03-14,Joseph Ariola,Nicole Abisinio,0,0,14,0,0,5
Below Zero,Below Zero,1200000,0.0,-1200000.0,0,0,1,0.0,Thriller,17,"Thriller,Horror",2011-10-22,Justin Thomas Ostensen,Edward Furlong,6,3,67,1,0,3
Life,Life,75000000,73521587.0,-1478413.0,0,0,1,500.0,Documentary,5,Documentary,2009-12-14,Martha Holmes,David Attenborough,24,28,79,3,1,2
Life,Life,58000000,100929803.0,42929803.0,1,0,1,500.0,Documentary,5,Documentary,2009-12-14,Martha Holmes,David Attenborough,24,28,79,3,1,2
Like Crazy,La pazza gioia,250000,3728400.0,3478400.0,1,0,1,116.0,Drama,6,"Drama,Comedy",2016-05-17,Paolo Virzì,Valeria Bruni Tedeschi,23,30,90,50,71,19
Dum Maaro Dum,Dum Maaro Dum,5200000,11633427.0,6433427.0,1,0,2,130.0,Drama,6,"Drama,Action,Crime,Foreign",2011-04-22,Rohan Sippy,Abhishek Bachchan,23,26,64,0,0,6
Sicario,Sicario,30000000,84399017.0,54399017.0,1,0,1,105.0,,20,,1994-07-20,José Ramón Novoa,Laureano Olivares,1,1,30,6,18,7
The Maid's Room,The Maid's Room,600000,0.0,-600000.0,0,0,1,98.0,Thriller,17,Thriller,2014-08-08,Michael Walker,Paula Garcés,2,0,47,3,3,6
Fair Game,Fair Game,50000000,26097497.0,-23902503.0,0,0,1,90.0,Action,0,"Action,Horror,Thriller",1986-07-24,Mario Andreacchio,Cassandra Delaney,0,0,8,1,1,42
The Sound and the Shadow,The Sound and the Shadow,500000,0.0,-500000.0,0,0,1,90.0,Thriller,17,"Thriller,Comedy,Mystery",2014-10-19,Justin Paul Miller,Joseph E. Murray,0,0,14,1,1,4
Friday,Пятница,3500000,27936778.0,24436778.0,1,0,1,87.0,Comedy,3,Comedy,2016-03-26,Evgeniy Shelyakin,Danila Kozlovsky,10,5,36,1,0,5
Adam,Adam,3200000,2834485.0,-365515.0,0,0,1,100.0,Drama,6,Drama,1983-10-10,Michael Tuchner,Daniel J. Travanti,15,6,99,3,1,46
The Green Inferno,Paradiso Infernale,1000000,12931569.0,11931569.0,1,0,2,90.0,Horror,11,"Horror,Adventure",1988-05-01,,Bruno Corazzari,0,0,99,0,0,1
Around the World in 80 Days,Around the World in 80 Days,110000000,72004159.0,-37995841.0,0,0,3,210.0,Adventure,1,"Adventure,Drama",1989-04-16,Buzz Kulik,Pierce Brosnan,22,21,85,11,8,75
Around the World in 80 Days,Around the World in 80 Days,6000000,42000000.0,36000000.0,1,0,3,210.0,Adventure,1,"Adventure,Drama",1989-04-16,Buzz Kulik,Pierce Brosnan,22,21,85,11,8,75
Meet the Blacks,Meet the Blacks,900000,9097072.0,8197072.0,1,0,1,90.0,Comedy,3,"Comedy,Horror",2016-04-01,Deon Taylor,Mike Epps,5,4,76,1,1,18
The Touch,The Touch,20000000,5918742.0,-14081258.0,0,0,2,103.0,Fantasy,8,"Fantasy,Action,Foreign",2002-08-01,Peter Pau,Michelle Yeoh,19,7,51,34,24,3
Youth,Hanoar,13000000,24002112.0,11002112.0,1,0,1,107.0,Drama,6,Drama,2013-08-29,Tom Shoval,Eitan Cunio,1,1,1,6,2,5
Swingers,Swingers,200000,6618578.0,6418578.0,1,0,1,93.0,Romance,14,"Romance,Drama",2002-10-01,Stephan Brenninkmeijer,Ellen van der Koogh,0,0,6,1,4,21
Operation Chromite,인천상륙작전,12700000,49196532.0,36496532.0,1,0,2,110.0,History,10,"History,Drama,War,Action",2016-07-27,John H. Lee,Lee Jung-jae,5,10,34,1,1,7
Dancin' It's On,Dancin' It's On,12000000,0.0,-12000000.0,0,0,1,89.0,Drama,6,"Drama,Romance",2015-10-16,David Winters,Witney Carson,0,0,1,6,6,22
The Fits,The Fits,170000,169242.0,-758.0,0,0,1,71.0,Drama,6,Drama,2016-01-22,Anna Rose Holmer,Royalty Hightower,7,2,2,11,10,4
Forsaken,Forsaken,18000000,0.0,-18000000.0,0,0,1,89.0,Horror,11,Horror,2016-02-02,Justin Price,Micheal Catalano,0,0,1,0,0,15
Housefull,हाउसफुल,10100000,18726300.0,8626300.0,1,1,1,135.0,Comedy,3,"Comedy,Drama,Romance",2010-04-30,Sajid Khan,Akshay Kumar,34,16,136,5,7,6
The One,The One,49000000,72689126.0,23689126.0,1,0,1,90.0,Comedy,3,"Comedy,Drama,Romance",2011-10-07,Caytha Jentis,Jon Prescott,0,0,37,1,1,3
My Girl,แฟนฉัน,16500000,58011485.0,41511485.0,1,0,1,100.0,Family,7,"Family,Comedy,Romance",2003-10-03,Komkris Triwimol,Charlie Trairat,1,0,14,0,0,1
Kicks,Kicks,10000000,150191.0,-9849809.0,0,0,1,80.0,Adventure,1,Adventure,2016-09-09,Justin Tipping,Mahershala Ali,30,58,43,3,7,5
Samantha: An American Girl Holiday,Samantha: An American Girl Holiday,200000,0.0,-200000.0,0,1,1,86.0,Drama,6,"Drama,Family",2004-11-23,Nadia Tass,Mia Farrow,24,8,59,3,10,16
Snatched,Snatched,42000000,57852177.0,15852177.0,1,0,1,73.0,Crime,4,"Crime,Drama,Thriller",1973-01-31,Sutton Roley,Howard Duff,1,1,138,0,0,61
The Brave One,The Brave One,70000000,69792704.0,-207296.0,0,0,1,100.0,Drama,6,Drama,1956-10-26,Irving Rapper,Michel Ray,0,0,13,1,0,21
H.,H.,200000,0.0,-200000.0,0,0,1,93.0,Thriller,17,"Thriller,Drama,Science Fiction",2014-08-28,Rania Attieh,Robin Bartlett,3,0,66,11,7,4
Pixels,Pixels,90000000,244041804.0,154041804.0,1,0,1,3.0,Science Fiction,15,Science Fiction,2010-04-01,Patrick Jean,,0,0,1,1,1,6
Greater,Greater,9000000,2000093.0,-6999907.0,0,0,1,130.0,Family,7,"Family,Drama",2016-08-26,David Hunt,Christopher Severio,0,0,13,1,1,2
Life of the Party,Life of the Party,30000000,65556061.0,35556061.0,1,0,1,50.0,Drama,6,"Drama,Comedy",1920-11-21,Joseph Henabery,"""Roscoe Fatty Arbuckle""",1,1,166,0,0,208
Mama,Ma-ma,15000000,148095566.0,133095566.0,1,0,1,83.0,Adventure,1,"Adventure,Family,Fantasy",1976-12-10,Elisabeta Bostan,Mikhail Boyarskiy,1,2,70,2,2,25
Gossip,Gossip,14000000,12591270.0,-1408730.0,0,0,1,134.0,Comedy,3,"Comedy,Drama",2000-12-24,Colin Nutley,Pernilla August,16,18,74,3,9,26
Coco,Coco,175000000,799464741.0,624464741.0,1,0,1,95.0,Comedy,3,Comedy,2009-07-21,Gad Elmaleh,Gad Elmaleh,1,1,52,1,1,2
Thank You for Your Service,Thank You for Your Service,20000000,9985316.0,-10014684.0,0,0,1,88.0,Documentary,5,Documentary,2016-09-16,Tom Donahue,,0,0,1,8,2,11
Two Lovers and a Bear,Two Lovers and a Bear,6840000,22273.0,-6817727.0,0,0,1,96.0,Drama,6,"Drama,Romance",2016-10-02,Kim Nguyen,Dane DeHaan,5,2,32,14,11,13
Orphan,Orpheline,20000000,78769428.0,58769428.0,1,0,1,111.0,Drama,6,Drama,2017-03-29,Arnaud des Pallières,Adèle Exarchopoulos,26,26,20,9,7,11
The Roommate,Rūmumeito,16000000,52545707.0,36545707.0,1,0,1,90.0,Thriller,17,"Thriller,Horror",2008-07-15,Nagaoka Hisaaki,Ryosuke Watabe,0,0,1,0,0,9
Departure,Departure,1100000,27561.0,-1072439.0,0,0,2,109.0,Drama,6,"Drama,Romance,Family",2016-05-20,Andrew Steggall,Juliet Stevenson,8,15,83,7,3,5
Sing,Mindenki,75000000,634547945.0,559547945.0,1,0,1,25.0,Drama,6,Drama,2016-11-06,Kristóf Deák,Mónika Garami,0,0,3,13,13,8
Wolves,Wolves,18000000,0.0,-18000000.0,0,0,1,109.0,Drama,6,Drama,2016-10-25,Bart Freundlich,Michael Shannon,87,36,92,4,1,15
Sleight,Sleight,250000,3934450.0,3684450.0,1,0,1,89.0,Drama,6,"Drama,Thriller,Action,Science Fiction",2017-04-28,J.D. Dillard,Jacob Latimore,6,0,18,3,0,7
The Barbarians,The Barbarians,4000000,800000.0,-3200000.0,0,0,3,87.0,Fantasy,8,"Fantasy,Adventure",1987-03-01,Ruggero Deodato,Peter Paul,1,0,13,1,0,35
The Blue Butterfly,The Blue Butterfly,10400000,1610194.0,-8789806.0,0,0,1,97.0,Adventure,1,"Adventure,Drama,Family",2004-02-20,Léa Pool,Marc Donato,11,3,54,32,20,20
Going Under,Going Under,500000,0.0,-500000.0,0,0,1,98.0,Drama,6,Drama,2004-10-21,Eric Werthman,Geno Lechner,1,1,65,0,0,2
Sideways,サイドウェイズ,17000000,109793192.0,92793192.0,1,0,2,124.0,Foreign,9,"Foreign,Comedy,Romance",2009-10-31,Cellin Gluck,Fumiyo Kohinata,1,1,165,0,0,3
The Covenant,The Covenant,20000000,38164784.0,18164784.0,1,0,1,90.0,Horror,11,Horror,2017-02-07,Robert Conway,Monica Engesser,0,0,15,0,0,11
Slam,Slam - Tutto per una ragazza,1000000,1087521.0,87521.0,1,0,1,100.0,Comedy,3,Comedy,2016-11-20,Andrea Molaioli,Ludovico Tersigni,1,1,6,4,9,5
Sultan,Sultan,11000000,72989781.0,61989781.0,1,0,1,,Romance,14,"Romance,Family,Comedy",1978-12-01,Kartal Tibet,Türkan Şoray,7,7,203,0,0,58
The Fog,Туман,18000000,37048526.0,19048526.0,1,0,1,151.0,Drama,6,"Drama,War,Science Fiction",2010-05-09,Ivan Shurhovetsky,Igor Shmakov,0,0,3,0,0,5
The Fog,Туман,1100000,21445318.0,20345318.0,1,0,1,151.0,Drama,6,"Drama,War,Science Fiction",2010-05-09,Ivan Shurhovetsky,Igor Shmakov,0,0,3,0,0,5
Bleeding Hearts,Bleeding Hearts,1200000,0.0,-1200000.0,0,0,1,0.0,Horror,11,Horror,2013-06-01,Dylan Bank,Robert Loggia,8,7,235,2,2,10
Patti Cake$,Patti Cake$,1000000,1471090.0,471090.0,1,0,1,108.0,Drama,6,Drama,2017-08-18,Geremy Jasper,Danielle Macdonald,1,2,26,8,2,5
23 Blast,23 Blast,1000000,549185.0,-450815.0,0,0,2,98.0,Drama,6,Drama,2014-10-24,Dylan Baker,Mark Hapka,0,0,36,13,12,1
Another Year,Еще один год,8000000,20005613.0,12005613.0,1,0,1,107.0,Drama,6,Drama,2014-01-15,Oksana Bychkova,Aleksey Filimonov,1,1,19,8,4,6
The Night Before,The Night Before,25000000,52427346.0,27427346.0,1,0,1,85.0,Comedy,3,Comedy,1988-04-15,Thom Eberhardt,Keanu Reeves,22,12,96,2,2,17
Christmas Mail,Christmas Mail,2500000,0.0,-2500000.0,0,0,1,89.0,Comedy,3,"Comedy,Family",2010-12-01,John Murlowski,Ashley Scott,1,1,35,0,0,25
The Sorcerer's Apprentice,Čarodějův učeň,160000000,217986320.0,57986320.0,1,0,1,82.0,Animation,2,"Animation,Drama",1978-03-01,Karel Zeman,Luděk Munzar,0,0,127,1,4,32
